0.0100	0.51318
0.0110	0.56575
0.0120	0.61843
0.0130	0.67118
0.0140	0.72395
0.0150	0.77670
0.0160	0.82938
0.0170	0.88197
0.0180	0.93445
0.0200	1.04
0.0225	1.17
0.0250	1.30
0.0275	1.42
0.0300	1.54
0.0325	1.67
0.0350	1.79
0.0375	1.91
0.0400	2.02
0.0450	2.26
0.0500	2.49
0.0550	2.72
0.0600	2.95
0.0650	3.18
0.0700	3.41
0.0800	3.85
0.0900	4.29
0.100	4.72
0.110	5.13
0.120	5.54
0.130	5.93
0.140	6.32
0.150	6.69
0.160	7.06
0.170	7.41
0.180	7.75
0.200	8.41
0.225	9.19
0.250	9.92
0.275	10.62
0.300	11.28
0.325	11.91
0.350	12.50
0.375	13.08
0.400	13.63
0.450	14.66
0.500	15.62
0.550	16.52
0.600	17.37
0.650	18.17
0.700	18.94
0.800	20.38
0.900	21.72
1.00	22.98
1.10	24.19
1.20	25.34
1.30	26.47
1.40	27.56
1.50	28.62
1.60	29.67
1.70	30.70
1.80	31.72
2.00	33.72
2.25	36.18
2.50	38.61
2.75	41.03
3.00	43.43
3.25	45.84
3.50	48.26
3.75	50.68
4.00	53.12
4.50	58.03
5.00	63.02
5.50	68.09
6.00	73.24
6.50	78.49
7.00	83.83
8.00	94.81
9.00	106.22
10.00	118.07
11.00	130.36
12.00	143.12
13.00	156.36
14.00	170.07
15.00	184.27
16.00	198.96
17.00	214.14
18.00	229.83
20.00	262.60
22.50	306.34
25.00	353.30
27.50	403.37
30.00	456.55
32.50	512.84
35.00	572.24
37.50	634.75
40.00	700.35
45.00	840.77
50.00	993.52
55.00	1160
60.00	1340
65.00	1530
70.00	1730
80.00	2170
90.00	2660
100.00	3200
110.00	3790
120.00	4430
130.00	5120
140.00	5870
150.00	6660
160.00	7510
170.00	8410
180.00	9360
200.00	11410
225.00	14230
250.00	17320
275.00	20630
300.00	24180
325.00	27980
350.00	32040
375.00	36330
400.00	40870
450.00	50650
500.00	61350
550.00	72950
600.00	85430
650.00	98760
700.00	112920
800.00	143640
900.00	177470
1000.0	214290
