0.0100	0.60223
0.0110	0.66491
0.0120	0.72784
0.0130	0.79092
0.0140	0.85411
0.0150	0.91734
0.0160	0.98057
0.0170	1.04
0.0180	1.11
0.0200	1.23
0.0225	1.39
0.0250	1.55
0.0275	1.70
0.0300	1.85
0.0325	2.00
0.0350	2.15
0.0375	2.29
0.0400	2.43
0.0450	2.70
0.0500	2.97
0.0550	3.23
0.0600	3.48
0.0650	3.74
0.0700	3.99
0.0800	4.49
0.0900	4.98
0.100	5.47
0.110	5.96
0.120	6.43
0.130	6.91
0.140	7.37
0.150	7.83
0.160	8.27
0.170	8.71
0.180	9.14
0.200	9.98
0.225	10.98
0.250	11.92
0.275	12.82
0.300	13.69
0.325	14.51
0.350	15.30
0.375	16.05
0.400	16.78
0.450	18.15
0.500	19.43
0.550	20.62
0.600	21.75
0.650	22.81
0.700	23.82
0.800	25.72
0.900	27.47
1.00	29.11
1.10	30.68
1.20	32.17
1.30	33.61
1.40	35.01
1.50	36.37
1.60	37.70
1.70	39.01
1.80	40.30
2.00	42.83
2.25	45.93
2.50	48.98
2.75	52.00
3.00	55.01
3.25	58.01
3.50	61.02
3.75	64.03
4.00	67.05
4.50	73.13
5.00	79.29
5.50	85.52
6.00	91.85
6.50	98.28
7.00	104.80
8.00	118.18
9.00	132.01
10.00	146.31
11.00	161.11
12.00	176.42
13.00	192.25
14.00	208.62
15.00	225.53
16.00	243.00
17.00	261.04
18.00	279.65
20.00	318.62
22.50	370.61
25.00	426.19
27.50	485.57
30.00	548.86
32.50	615.93
35.00	686.81
37.50	761.49
40.00	840.00
45.00	1010
50.00	1190
55.00	1390
60.00	1610
65.00	1830
70.00	2080
80.00	2610
90.00	3200
100.00	3860
110.00	4570
120.00	5340
130.00	6170
140.00	7060
150.00	8010
160.00	9020
170.00	10090
180.00	11230
200.00	13680
225.00	17090
250.00	20860
275.00	24990
300.00	29440
325.00	34160
350.00	39140
375.00	44420
400.00	50000
450.00	62040
500.00	75220
550.00	89530
600.00	104940
650.00	121420
700.00	138960
800.00	177040
900.00	219080
1000.0	264920
