0.0100	1.77
0.0110	1.92
0.0120	2.08
0.0130	2.23
0.0140	2.37
0.0150	2.52
0.0160	2.66
0.0170	2.79
0.0180	2.93
0.0200	3.18
0.0225	3.49
0.0250	3.79
0.0275	4.07
0.0300	4.34
0.0325	4.60
0.0350	4.85
0.0375	5.10
0.0400	5.33
0.0450	5.78
0.0500	6.21
0.0550	6.62
0.0600	7.01
0.0650	7.38
0.0700	7.75
0.0800	8.44
0.0900	9.10
0.100	9.73
0.110	10.33
0.120	10.91
0.130	11.47
0.140	12.00
0.150	12.52
0.160	13.03
0.170	13.51
0.180	13.99
0.200	14.90
0.225	15.99
0.250	17.03
0.275	18.02
0.300	18.99
0.325	19.93
0.350	20.85
0.375	21.76
0.400	22.66
0.450	24.43
0.500	26.19
0.550	27.96
0.600	29.74
0.650	31.53
0.700	33.35
0.800	37.09
0.900	40.98
1.00	45.03
1.10	49.25
1.20	53.66
1.30	58.26
1.40	63.06
1.50	68.05
1.60	73.23
1.70	78.62
1.80	84.20
2.00	95.96
2.25	111.76
2.50	128.79
2.75	147.02
3.00	166.46
3.25	187.09
3.50	208.89
3.75	231.86
4.00	255.98
4.50	307.63
5.00	363.79
5.50	424.42
6.00	489.45
6.50	558.63
7.00	631.93
8.00	791.23
9.00	967.12
10.00	1160
11.00	1370
12.00	1590
13.00	1830
14.00	2080
15.00	2350
16.00	2630
17.00	2930
18.00	3250
20.00	3910
22.50	4830
25.00	5830
27.50	6920
30.00	8090
32.50	9340
35.00	10680
37.50	12100
40.00	13590
45.00	16830
50.00	20370
55.00	24220
60.00	28370
65.00	32810
70.00	37550
80.00	47870
90.00	59320
100.00	71860
110.00	85480
120.00	100150
130.00	115840
140.00	132550
150.00	150250
160.00	168920
170.00	188550
180.00	209130
200.00	253010
225.00	312890
250.00	378190
275.00	448730
300.00	524310
325.00	604780
350.00	689980
375.00	779760
400.00	873980
450.00	1080000
500.00	1290000
550.00	1530000
600.00	1770000
650.00	2030000
700.00	2310000
800.00	2890000
900.00	3520000
1000.0	4190000
