0.0100	0.50887
0.0110	0.56118
0.0120	0.61370
0.0130	0.66635
0.0140	0.71910
0.0150	0.77190
0.0160	0.82471
0.0170	0.87749
0.0180	0.93022
0.0200	1.04
0.0225	1.17
0.0250	1.30
0.0275	1.42
0.0300	1.55
0.0325	1.67
0.0350	1.80
0.0375	1.92
0.0400	2.04
0.0450	2.28
0.0500	2.51
0.0550	2.74
0.0600	2.98
0.0650	3.21
0.0700	3.44
0.0800	3.89
0.0900	4.33
0.100	4.77
0.110	5.20
0.120	5.62
0.130	6.03
0.140	6.43
0.150	6.82
0.160	7.20
0.170	7.57
0.180	7.93
0.200	8.63
0.225	9.45
0.250	10.23
0.275	10.96
0.300	11.66
0.325	12.33
0.350	12.97
0.375	13.59
0.400	14.17
0.450	15.28
0.500	16.31
0.550	17.28
0.600	18.19
0.650	19.05
0.700	19.87
0.800	21.40
0.900	22.82
1.00	24.16
1.10	25.42
1.20	26.64
1.30	27.81
1.40	28.94
1.50	30.04
1.60	31.12
1.70	32.18
1.80	33.23
2.00	35.27
2.25	37.77
2.50	40.23
2.75	42.66
3.00	45.08
3.25	47.49
3.50	49.90
3.75	52.31
4.00	54.73
4.50	59.59
5.00	64.51
5.50	69.50
6.00	74.55
6.50	79.68
7.00	84.89
8.00	95.58
9.00	106.63
10.00	118.06
11.00	129.88
12.00	142.11
13.00	154.75
14.00	167.82
15.00	181.31
16.00	195.24
17.00	209.61
18.00	224.43
20.00	255.40
22.50	296.52
25.00	340.43
27.50	387.24
30.00	436.84
32.50	489.25
35.00	544.45
37.50	602.46
40.00	663.26
45.00	793.17
50.00	934.22
55.00	1090
60.00	1250
65.00	1420
70.00	1610
80.00	2010
90.00	2460
100.00	2950
110.00	3490
120.00	4070
130.00	4700
140.00	5380
150.00	6100
160.00	6870
170.00	7680
180.00	8540
200.00	10400
225.00	12970
250.00	15810
275.00	18890
300.00	22160
325.00	25650
350.00	29370
375.00	33310
400.00	37470
450.00	46440
500.00	56270
550.00	66930
600.00	78400
650.00	90660
700.00	103690
800.00	131990
900.00	163200
1000.0	197190
