0.0100	0.50084
0.0110	0.55246
0.0120	0.60439
0.0130	0.65658
0.0140	0.70898
0.0150	0.76154
0.0160	0.81423
0.0170	0.86700
0.0180	0.91983
0.0200	1.03
0.0225	1.16
0.0250	1.29
0.0275	1.42
0.0300	1.55
0.0325	1.68
0.0350	1.81
0.0375	1.93
0.0400	2.06
0.0450	2.30
0.0500	2.54
0.0550	2.78
0.0600	3.02
0.0650	3.25
0.0700	3.48
0.0800	3.94
0.0900	4.40
0.100	4.85
0.110	5.30
0.120	5.74
0.130	6.17
0.140	6.59
0.150	7.01
0.160	7.42
0.170	7.81
0.180	8.20
0.200	8.96
0.225	9.86
0.250	10.71
0.275	11.53
0.300	12.30
0.325	13.04
0.350	13.75
0.375	14.44
0.400	15.09
0.450	16.34
0.500	17.50
0.550	18.59
0.600	19.62
0.650	20.59
0.700	21.51
0.800	23.23
0.900	24.82
1.00	26.31
1.10	27.71
1.20	29.03
1.30	30.31
1.40	31.53
1.50	32.72
1.60	33.88
1.70	35.00
1.80	36.10
2.00	38.25
2.25	40.85
2.50	43.39
2.75	45.87
3.00	48.33
3.25	50.76
3.50	53.18
3.75	55.60
4.00	58.00
4.50	62.83
5.00	67.67
5.50	72.55
6.00	77.47
6.50	82.45
7.00	87.49
8.00	97.75
9.00	108.29
10.00	119.12
11.00	130.27
12.00	141.73
13.00	153.52
14.00	165.64
15.00	178.11
16.00	190.93
17.00	204.11
18.00	217.64
20.00	245.79
22.50	283.06
25.00	322.58
27.50	364.34
30.00	408.51
32.50	455.09
35.00	504.00
37.50	555.24
40.00	608.81
45.00	722.91
50.00	846.34
55.00	979.07
60.00	1120
65.00	1270
70.00	1430
80.00	1780
90.00	2170
100.00	2590
110.00	3050
120.00	3540
130.00	4080
140.00	4650
150.00	5260
160.00	5910
170.00	6590
180.00	7320
200.00	8880
225.00	11060
250.00	13470
275.00	16110
300.00	18970
325.00	22030
350.00	25270
375.00	28670
400.00	32250
450.00	39970
500.00	48440
550.00	57630
600.00	67530
650.00	78120
700.00	89400
800.00	113890
900.00	140960
1000.0	170500
